	Energies	f
0	0.07762321175190813	1.043011061562803e-12
1	0.07762321521347877	5.251580062196125e-19
2	0.07762337828106171	9.180783672032077e-09
3	0.07762354247415756	4.1046001154168484e-09
4	0.07762367150675044	7.674123948765697e-10
5	0.10778920893210728	0.6343540658382129
6	0.10779121826645702	0.6348091593463518
7	0.10779373959288378	0.6360929956712829
8	0.16394116482632504	8.023113532158582e-09
9	0.18690410348019093	0.01968401066742023
10	0.18690859414650876	0.019695185671042656
11	0.18691075303016644	0.019730519420346797
12	0.19904426748530213	3.3656992558705715e-10
13	0.19904432454478896	3.5440949146954084e-17
14	0.1990464802319413	1.1770275478572215e-07
