	Energies	f
0	0.07756132023890967	2.503602994811329e-06
1	0.07761160336762774	2.6291222555712416e-07
2	0.07764813115168664	3.5279912503741526e-08
3	0.07764830677213293	3.2891115800998195e-16
4	0.07772082532927545	3.816713394735479e-05
5	0.1072454729653685	0.6198877446592702
6	0.1074855800535707	0.627031603845974
7	0.1091166702349686	0.6511518814299343
8	0.16501171790857702	0.0006692294906385848
9	0.18559041515205388	0.022880239307573685
10	0.18648230235680183	0.020841970593223035
11	0.18668223909948423	0.016222696371468184
12	0.19225402647717924	1.4851678465589056e-05
13	0.19808863561668627	5.385400277817395e-05
14	0.19878014115587025	4.240020274460791e-07
