	Energies	f
0	0.07762334324090087	9.972435972770029e-14
1	0.07762334391102767	3.4316685817890486e-18
2	0.07762336892785936	3.244691542567017e-10
3	0.07762338320982634	1.3695195100704957e-10
4	0.0776233937819978	2.3351674245736857e-11
5	0.10779232327471523	0.6350030483509815
6	0.10779253409377819	0.6351241265146514
7	0.10779292857391973	0.6354674608453662
8	0.16394269837534314	4.3798644017922276e-10
9	0.18691100483144882	0.019698650476256553
10	0.18691149335132062	0.019702510374674038
11	0.18691256947731621	0.019712181088351887
12	0.1990471109357529	1.3279321178086122e-11
13	0.1990471204894427	1.6239212380158512e-14
14	0.19904746682940458	3.529349054662117e-09
