	Energies	f
0	0.07762332898330035	1.2043286482066668e-13
1	0.07762333010801857	2.816833233005771e-25
2	0.07762337105000403	7.964255409954379e-10
3	0.07762339930061077	3.3956017929850435e-10
4	0.07762341957879361	5.7856333252759716e-11
5	0.10779203105753693	0.6349047701468677
6	0.10779241731701371	0.6350764420511502
7	0.10779307275072093	0.6355627223337931
8	0.16394260160467472	1.0122613912596831e-09
9	0.18691033935913792	0.019695943074109844
10	0.18691122921276335	0.019701250701394328
11	0.1869128818367925	0.019714737175232578
12	0.1990468277814583	3.1518940184232174e-11
13	0.19904778812777837	2.392840979306795e-09
14	0.19904805219721725	2.311329349269899e-09
