	Energies	f
0	0.07762331331371215	9.298996144560901e-14
1	0.07762331519534259	5.868933063215334e-25
2	0.07762337546918675	1.4710013120678116e-09
3	0.07762341953933394	6.325468933370758e-10
4	0.07762344939148863	1.0813474811903136e-10
5	0.10779170192760758	0.6348140315293931
6	0.10779227631624977	0.63503233483345
7	0.10779323057855784	0.6356508680903561
8	0.1639424927128009	1.8300346183104377e-09
9	0.18690960370360613	0.01969374815895921
10	0.18691090591709253	0.019700159663967477
11	0.18691340045952876	0.019716837499401153
12	0.1990465121232517	5.7721905949722835e-11
13	0.1990465362065142	1.3427064628041638e-26
14	0.19904735945478547	1.682001485813142e-08
