	Energies	f
0	0.0020780154103888977	1.9087491651847384e-10
1	0.00266354243584531	1.4793771765836127e-14
2	0.00543356259256881	1.3245516894250486e-12
3	0.0077323584896840675	6.803354363305652e-13
4	0.013804062711004978	3.7317770471065315e-12
5	0.013997646389302848	2.5202795289661376e-14
6	0.014941490973306427	3.111432365272669e-11
7	0.029414958020229982	0.003160913234686305
8	0.03687526166590295	0.00014026242008972285
9	0.03808651700850136	0.10333567198018889
10	0.04688038375059506	2.4148150872005875e-06
11	0.047073709621278756	7.159521691934932e-09
12	0.048039421486991106	4.362026065600471e-07
