	Energies	f
0	0.05684999667236375	0.1774089709718422
1	0.05684999669252351	0.1774089709023357
2	0.06289754410690866	0.09437372119340814
3	0.07067222795886405	2.610960212280468e-19
4	0.07067265067587615	2.020501639073661e-17
5	0.08444268705338855	0.027267601030282723
6	0.08444268707120106	0.027267601284634846
7	0.13349493816683256	0.06314078292324268
8	0.13587764494391877	0.07324448717001372
9	0.14292064960643924	0.0320618640645546
10	0.15916792960892662	0.008657179205642958
11	0.16240140076701728	0.012199201327785056
12	0.16240140081619983	0.012199201195924426
13	0.17494819956375157	0.004156101849292986
14	0.17494819958050126	0.0041561018300031866
15	0.18381119971397633	0.04038009545375696
16	0.18735174550236264	2.5519294352181056e-20
17	0.18735843252966294	1.9932512504264447e-06
18	0.19055686124221607	1.77772549848358e-14
19	0.19109621607360675	0.10951586724392834
