	Energies	f
0	0.006598498055443757	9.37501302310674e-25
1	0.026973495762714045	1.1952033787222327e-12
2	0.06517410103666606	8.180872807165064e-10
3	0.0651741612963212	2.5693147975553933e-11
4	0.0651741612963212	2.5666687143381507e-11
5	0.06517433365294696	1.99005044039723e-20
6	0.06517433367561397	2.0152289811477183e-20
7	0.08105408011093138	0.32433557874935504
8	0.08105458876391508	0.32403170437563755
9	0.08105458876391508	0.3240317032024904
10	0.15775559611883597	4.1628262533036655e-12
11	0.18007426896296402	2.843013138394595e-05
12	0.18007529226514984	2.839761992000657e-05
13	0.18007529226514984	2.8397543266595507e-05
14	0.19715367561439234	4.374421299357046e-09
15	0.19715378471805547	1.129569294699932e-09
16	0.19715378495198996	1.1296193921959495e-09
17	0.19715402584105898	1.846883273206793e-21
18	0.19715402850192643	3.2551606709959923e-20
