	Energies	f
0	0.06803552586307685	0.005042706032071757
1	0.06803552743976751	0.005042705794236277
2	0.06909751922326708	1.7308626219070292e-10
3	0.06910077705889212	1.6539038246192455e-10
4	0.07300969722258793	0.026259281090320608
5	0.08519511968806581	0.34222929060206103
6	0.08519512052012597	0.34222926631489003
7	0.08575404977471243	0.27860549264147105
8	0.16201514966873337	0.00012778439051635301
9	0.18549391948402838	3.1248506001870635e-05
10	0.18564412484436735	8.291472913602253e-05
11	0.18564412542417058	8.291465401216274e-05
12	0.19998665759479015	0.00010224931273230003
13	0.19998666129015186	0.00010220419026918005
14	0.1999913056425969	0.0001544759304792613
15	0.2013757263378046	8.620123609264729e-11
16	0.2013765008431103	8.638751463200595e-11
17	0.3400710893772234	0.0069230839898981045
18	0.3411795324335152	0.0061759100923736545
19	0.3411795334409009	0.0061759089420619865
