	Energies	f
0	0.07762334560157591	9.067923358971323e-14
1	0.07762334623668858	1.1816596912395582e-25
2	0.07762336680784532	2.6292106586609615e-10
3	0.07762338066017284	1.1075038262472829e-10
4	0.07762338976453488	1.8919477934623965e-11
5	0.10779236687190531	0.6350213505466602
6	0.10779255256240854	0.6351330432216469
7	0.10779290002935953	0.6354496108322539
8	0.16394270957348195	3.5743965186517767e-10
9	0.1869110953071865	0.019699094499352445
10	0.18691153300907531	0.01970275496916843
11	0.1869124922430048	0.019711720549399233
12	0.19904763892203325	7.678653460315509e-10
13	0.19904775963900084	7.212811536048323e-10
14	0.3397649536981744	0.005970965614468877
