	Energies	f
0	0.07750585075608134	1.0357644276944672e-05
1	0.07758181597935605	2.0517488470711305e-06
2	0.0776560943007568	3.4249549719534065e-08
3	0.07765631105444987	3.3385633870530904e-23
4	0.07776288514073841	9.62046238039979e-05
5	0.10701538761106813	0.6158435927369831
6	0.1073429850624583	0.6246659164136348
7	0.10964071042463623	0.6524386391385937
8	0.1649993187713076	0.000723150963066827
9	0.1852648240878833	0.024552147860720495
10	0.18584381825123392	0.017238497117700563
11	0.18637098540115551	0.02136789295812748
12	0.19059224018268053	5.231415397443395e-05
13	0.19766980138961637	0.00014306335787398877
14	0.19866108212732383	5.931200684478866e-07
