	Energies	f
0	0.07762325012549816	1.8077622676023512e-13
1	0.07762325293981427	4.6214757016112005e-26
2	0.0776233792903673	5.809694382589211e-09
3	0.07762349644875784	2.5718183615977635e-09
4	0.07762358977403735	4.456940034030504e-10
5	0.10779017678316559	0.6345042504207723
6	0.10779163812448306	0.6348820174196841
7	0.10779380534435548	0.6359513705058341
8	0.1639419327406486	6.82613502059266e-09
9	0.1869063406186598	0.019686798375751043
10	0.18690961694909441	0.019696636234616136
11	0.18691486699519183	0.019723613371706812
12	0.19904510448547721	2.0253535603727207e-10
13	0.19904840892125605	1.9225174741534e-08
14	0.19904960622775328	1.931432274913275e-08
