	Energies	f
0	0.07675956296360427	0.0003512963096270473
1	0.07708281436956746	0.00011910724410897248
2	0.07754964887873496	3.1319378338348395e-08
3	0.07755001842027562	6.478502882030149e-24
4	0.07781255852887238	0.0008978737260232945
5	0.10536195302267831	0.5917262768649449
6	0.1062433797276855	0.6109840539872694
7	0.11207041597166018	0.6514468366235593
8	0.1635902386528707	0.00022752890314350777
9	0.1822414589049182	0.02856055018697233
10	0.18233197585281755	0.02407048670665836
11	0.18545076669248703	0.023366785886270815
12	0.1855880669471291	0.009419261057324432
13	0.19529546424292563	0.0022017889321731517
14	0.19773507056890896	1.7004568553996606e-06
