	Energies	f
0	0.0776233172156915	1.0318078912557047e-13
1	0.07762331868030693	1.1833560658400236e-24
2	0.07762337489703335	1.2963723539322004e-09
3	0.07762341087187159	5.574685767524093e-10
4	0.07762344182835944	9.512340091702374e-11
5	0.10779177968373349	0.6348345739092296
6	0.10779231064035723	0.6350423322189924
7	0.10779319484534385	0.6356309040929035
8	0.1639425144083125	1.6242971089910793e-09
9	0.18690978653474097	0.01969425286300181
10	0.18691098747751758	0.019700398578515223
11	0.18691331894622606	0.019716328621492023
12	0.19904658822883517	5.073370434703249e-11
13	0.19904660989121367	3.9861947469949883e-22
14	0.19904737824423277	1.4822933907710162e-08
