	Energies	f
0	0.05479702808904923	0.0842686826263795
1	0.05479702809677034	0.08426868265442847
2	0.05746292870456742	7.96691089347952e-19
3	0.05746305848843895	2.781947835939368e-17
4	0.05873623187762343	0.05400848089593549
5	0.08457182903249448	0.08062382808159553
6	0.08457182903249448	0.08062382805146052
7	0.09190057825768996	0.041985994727303536
8	0.1396053506091159	0.02313511581573139
9	0.1396053506091159	0.023135116239231916
10	0.14158278969746185	5.932819568746937e-18
11	0.14158290787574618	1.2048377547539998e-17
12	0.14448910447891378	0.1945429581742152
13	0.15795417483563062	6.340243095427755e-09
14	0.15806365493896482	0.00043703050550160426
15	0.15842330901696167	0.004855519174255328
16	0.15842331142129693	0.004855518986377443
17	0.16172461317004472	0.004861889206877175
18	0.16188968731492137	4.171838343175322e-15
19	0.1618898845579632	6.96732598681611e-08
