	Energies	f
0	0.06495115131914093	6.413537273812932e-28
1	0.0649511603844064	3.067141066828631e-27
2	0.0649511611338642	3.994949233467089e-23
3	0.06580845690687052	1.2045008441272321e-29
4	0.06580845690883581	6.265793117088553e-30
5	0.06580848107918699	7.989101593834818e-20
6	0.06580848107918699	3.528859080988391e-18
7	0.0658084811748882	8.839255075887609e-19
8	0.07762393640506618	1.4416598854393344e-11
9	0.07762393640507619	1.4402866320828513e-11
10	0.07762393646412852	1.556035555095063e-20
11	0.07762393646598094	2.3496056658918335e-21
12	0.07762393829843496	4.616009568492121e-11
13	0.10779265400568333	0.6353764887873772
14	0.10779268972994219	0.6351624953087592
15	0.10779269283064093	0.6351625502265756
16	0.13275918207163356	4.598419292898317e-17
17	0.15254259582554786	1.3812252770642319e-22
18	0.16394241570837415	2.695747311845448e-13
19	0.17811907825689147	5.629808014786199e-18
