	Energies	f
0	0.06495099435219025	2.1655562158454265e-15
1	0.06495112336215744	2.0716952084416334e-18
2	0.06495112336215744	1.5830750175542349e-16
3	0.06580850709140634	1.0515181907411377e-17
4	0.06580851026841573	3.628030230876591e-17
5	0.06580851306282084	2.6558272858947736e-17
6	0.06580851870983156	1.0754446657863039e-23
7	0.06580851871244837	1.3775915686518964e-23
8	0.07762395200717487	1.0700456675920173e-09
9	0.07762395687609444	2.7839755675727827e-10
10	0.07762395693090315	2.7843209418071815e-10
11	0.0776239592389683	5.5208075615173107e-14
12	0.07762395933971486	2.7607027224308276e-12
13	0.1077920270667577	0.6356793948714148
14	0.10779249359513587	0.6350104658442857
15	0.10779249364487967	0.6350104671762568
16	0.15254221600896326	1.4945587538634795e-14
17	0.1639420444122023	6.112401376790483e-11
18	0.17277293970682928	0.2520880076144385
