	Energies	f
0	0.06495020229197679	7.024938519619726e-10
1	0.0649510332334881	1.3647113066277557e-12
2	0.06495103324368484	1.3644506912007787e-12
3	0.0658086278945506	2.2564971581320283e-11
4	0.06580872275895634	4.062265502971838e-12
5	0.06580872276427033	4.062636708191554e-12
6	0.06580879738756351	1.5561132253440662e-18
7	0.06580879752024604	8.556304126868486e-19
8	0.07762393923166559	1.953937605905388e-08
9	0.07762407529254853	3.147374734360903e-09
10	0.07762407529254853	3.1473716413838326e-09
11	0.07762409832769951	1.7988725972605918e-17
12	0.07762409842782336	2.2718778371870046e-17
13	0.1077877691321501	0.6364215279484164
14	0.10779117155644352	0.6346404124822789
15	0.10779117157875387	0.6346404129151689
16	0.15253492906403196	8.331431095519171e-09
17	0.15435678427373864	0.10406099096623002
18	0.16393150023355357	4.420806325516055e-08
19	0.17809015473698628	4.0435242825507377e-07
